,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
789,Birama Touré,"Auxerre,",30,Ligue 1,MF,15,1336,0,0,1,0,84.5,1.3,0,2.3,1.9,1.2,0.1,1.7,1.5,0.1,0,0.7,0.1,0.3,0.7,0,0.3,0.7,42.6,84.5,0,3.9,0,6.56
790,Andrej Kramaric,"Hoffenheim,",31,Bundesliga,MF,11,1031,3,2,1,0,80.3,0.3,0,0.2,0.1,0.2,0,0.4,0.2,0.1,0,1.7,1.1,0.8,1.1,0.2,1.4,1.5,28.7,80.3,0.3,1.3,0,6.56
791,Cengiz Ünder,"Marseille,",25,Ligue 1,MF,6,554,0,1,0,0,75,0.4,0,0.8,0.5,0.4,0,0,0.1,0,0,1.1,0.7,0.4,0.6,0.1,0.7,1.2,14.9,75,0.7,0.9,0.1,6.56
792,Joe Rodon,"Rennes,",25,Ligue 1,DF,9,808,1,0,2,1,89.2,2.8,1,0.7,0.6,0.8,0.8,3.6,0.3,0.8,0,0.8,0,0,0.7,0,0.1,0.2,67,89.2,0,1.9,0,6.55
793,Monchu,"Real Valladolid,",23,La Liga,MF,8,657,1,1,4,0,81.4,0.3,1,1.8,0.5,1.3,0,0.5,0.5,0.5,0,0.7,0.6,0.2,0.8,0,0.6,1.2,22.4,81.4,1,2.2,0.1,6.55
794,Jorginho,"Chelsea,",30,Premier League,MF,11,906,2,0,3,0,84.6,0.5,0,2.2,1,0.7,0,0.3,1.4,0.2,0,0.4,0.3,0.1,1.5,0,0.5,0.8,46.8,84.6,0,1.6,0,6.55
795,John McGinn,"Aston Villa,",28,Premier League,MF,12,1059,0,0,4,0,79.6,0.9,0,2.5,0.7,1.3,0,0.3,0.9,0.3,0,1.2,0.3,0.6,1.6,0,0.9,1.7,29.8,79.6,0.3,2.3,0,6.55
796,Igor Zubeldia,"Real Sociedad,",25,La Liga,DF,8,719,1,0,3,0,87.2,1.2,1,1.2,0.7,1.6,0.3,3.3,0.1,0.6,0,0.4,0.1,0.1,0.6,0,0.1,0.1,40.7,87.2,0.2,2.4,0,6.55
797,Santiago Ascacíbar,"Cremonese,",25,Serie A,MF,7,701,0,0,1,0,82.2,0.8,0,2.3,1.1,0.9,0,0.7,1.3,0.2,0,1.2,0.7,0.3,0.6,0,0.3,0.7,33.8,82.2,0.3,1.9,0,6.55
798,Dani Rodríguez,"Mallorca,",34,La Liga,MF,8,694,0,2,5,0,82.4,0.2,0,1.2,0.8,1.2,0,0.5,0.5,0.2,0,0.5,0.9,0.5,0.7,0.1,0.8,1.2,16.6,82.4,0.2,1.2,0.2,6.55
799,Jonathan Ikoné,"Fiorentina,",24,Serie A,MF,9,835,2,2,2,0,84.9,0.4,0,0.6,0.1,0.8,0,0.1,0,0.1,0,1.5,0.9,1.1,0.7,0.1,1.6,2,17.5,84.9,0,1,0,6.55
800,Maximilian Kilman,"Wolves,",25,Premier League,DF,15,1350,0,0,0,0,83.4,2.3,0,0.9,0.9,0.3,0.6,4.1,0.4,0.9,0,0.3,0,0.4,0.3,0,0.3,0.5,59.1,83.4,0,2.9,0,6.55
801,Juan Musso,"Atalanta,",28,Serie A,GK,10,818,0,0,1,0,66.9,0,0,0,0,0,0,0.4,0,0,0,0,0.1,0,0.3,0,0,0.1,24.2,66.9,0,7.2,0,6.55
802,Joel Ward,"Crystal Palace,",33,Premier League,DF,11,1021,0,0,4,0,76.1,1.9,0,1.6,0.9,1.4,0.4,3.3,0.1,0.5,0,0,0.2,0.3,0.4,0,0.3,0.8,37.7,76.1,0,1.4,0,6.55
803,Pierre Kalulu,"AC Milan,",22,Serie A,DF,10,1038,0,0,1,0,89.1,0.7,0,1.1,1.1,0.7,0.2,1.1,0.1,0.5,0,0.5,0.2,0.2,0.6,0,0.1,0.6,41.1,89.1,0.1,2.6,0.1,6.55
804,Tiago Tomás,"Stuttgart,",20,Bundesliga,MF,9,726,2,2,1,0,60.9,0.2,0,0.5,0,0.5,0.1,0.2,0.1,0.2,0,1.3,0.8,0.5,1.2,0.2,0.7,1.9,12,60.9,0.5,0.2,0.2,6.55
805,Rayan Cherki,"Lyon,",19,Ligue 1,MF,1,215,0,3,1,0,81.5,0,0,0.3,0.3,0.3,0,0,0.1,0,0,0.8,0.8,1.3,0.3,0.2,0.8,0.6,12.6,81.5,0.8,0.5,0,6.55
806,Joris Chotard,"Montpellier,",21,Ligue 1,MF,11,956,0,1,3,0,82.6,0.2,0,1.5,1.2,1.2,0.1,0.8,1.1,0.5,0,0.3,0.8,0.4,0.5,0.2,0.2,0.6,32.3,82.6,0.1,2.2,0.2,6.55
807,Moise Kean,"Juventus,",22,Serie A,MF,6,487,4,0,2,0,75.8,0.2,1,0.6,0.3,0.7,0,0.1,0.2,0,0,1.5,0.3,0.5,0.8,0.3,0.8,1,7.3,75.8,0.1,0,0.1,6.55
808,Julian Weigl,"Borussia M.Gladbach,",27,Bundesliga,DF,10,903,0,0,3,0,88.1,1,0,1.9,0.7,0.9,0,1.5,0.7,0,0,0.2,0.2,0.4,1.4,0,0.1,0.2,48.3,88.1,0,1.9,0.2,6.55
809,Anthony Lopes,"Lyon,",32,Ligue 1,GK,12,1017,0,0,0,1,78,0.1,0,0,0.1,0.1,0,0.6,0,0,0,0,0,0,0.1,0,0,0,23.5,78,0,3.8,0,6.55
810,Jonny,"Wolves,",28,Premier League,DF,11,982,0,0,3,0,85.4,0.9,0,2.3,0.9,0.8,0.1,1.5,1.1,0.3,0,0.7,0.2,0.9,1.3,0.1,1,0.8,47.3,85.4,0.3,1.8,0.1,6.55
811,José Fonte,"Lille,",38,Ligue 1,DF,14,1260,1,0,4,0,89.7,2.2,1,1.2,0.9,0.7,0.6,3.6,0.5,0.7,0,0.6,0.2,0,0.3,0,0.1,0.4,62.9,89.7,0,3.9,0,6.55
812,Pathé Ciss,"Rayo Vallecano,",28,La Liga,MF,6,638,1,0,3,0,85.8,0.9,1,1.7,0.9,1.4,0,1.5,0.7,0.6,0,0.8,0.2,0.1,0.6,0,0.3,0.6,27.2,85.8,0,2.2,0,6.55
813,Unai García,"Osasuna,",30,La Liga,DF,13,1119,0,1,4,1,79.5,1.6,0,0.9,1.2,0.9,0.6,3.2,0.2,0.8,0,0.3,0.2,0.3,0.2,0,0.2,0.3,39.1,79.5,0.1,3.9,0,6.55
814,Moussa Djenepo,"Southampton,",24,Premier League,MF,5,524,0,1,0,0,77.2,0.3,0,1.6,1,0.6,0,0.6,1.1,0.2,0,0.2,0.4,1.3,1.4,0,0.4,1,17.1,77.2,0.3,0.5,0,6.55
815,Pervis Estupiñán,"Brighton,",24,Premier League,DF,8,635,0,0,3,0,81.2,1.1,0,1.4,1.2,1,0,1,0.2,0.1,0,0.4,1.2,0.1,0.5,0.2,0.8,0.7,29.5,81.2,0.8,0.7,0,6.55
816,Amos Pieper,"Werder Bremen,",24,Bundesliga,DF,13,1104,0,1,6,0,78.3,2.1,0,1.7,1.2,0.9,0.6,3.9,0.4,0.6,0,0.5,0.1,0.1,0.4,0.1,0.1,0.5,45.4,78.3,0.1,3.4,0,6.54
817,Jordan Lotomba,"Nice,",24,Ligue 1,DF,10,934,0,0,2,0,84.7,0.7,0,1.3,0.8,0.4,0.2,1.3,0.2,0.4,0,0.4,0.6,0.6,0.5,0,0.7,0.6,30.8,84.7,0.5,0.4,0.1,6.54
818,Rodrigo Ely,"Almeria,",29,La Liga,DF,14,1235,0,0,2,1,83.2,2.4,0,0.6,1.1,0.7,1.3,5.8,0.2,1.1,0,0.6,0.1,0.1,0.3,0.1,0,0.4,41.4,83.2,0,2.9,0,6.54
819,Iván Balliu,"Rayo Vallecano,",30,La Liga,DF,14,1260,0,0,2,0,82,0.8,0,1.2,0.9,1.2,0.4,2.4,0.2,0.1,1,0.3,1.1,0.1,0.9,0.2,0.3,0.6,43.6,82,0.7,1.9,0,6.54
820,Sandi Lovric,"Udinese,",24,Serie A,MF,9,770,2,1,1,0,83.3,0.1,0,0.9,0.5,0.6,0,0.7,0.5,0,0,1.9,0.9,0.4,0.6,0.1,0.5,1.4,23.1,83.3,0.1,1.5,0.1,6.54
821,Christopher Trimmel,"Union Berlin,",35,Bundesliga,DF,10,927,0,2,1,0,64.9,0.5,0,1.5,1.2,1,0,1.6,0.4,0.1,0,0.5,1,0,0.4,0.1,0.3,0.4,24.5,64.9,1,1.3,0,6.54
822,Maxime Le Marchand,"Strasbourg,",33,Ligue 1,DF,12,971,0,0,3,1,81,2.3,0,1.7,1.5,1.3,0.5,2.7,0.5,0.4,0,0.3,0.2,0.5,0.3,0,0.1,0.6,47.1,81,0.3,3.3,0,6.54
823,Danny Ward,"Leicester,",29,Premier League,GK,15,1350,0,0,0,0,70.2,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0.3,0,0,0,31.1,70.2,0,4,0,6.54
824,Óscar Gil,"Espanyol,",24,La Liga,DF,10,870,0,1,4,0,80.3,0.4,0,2.1,0.8,1.5,0.2,0.8,0.5,0.3,0,0.5,0.6,0.6,1.3,0,0.3,1.4,24.9,80.3,0.5,1.1,0.1,6.54
825,David Alaba,"Real Madrid,",30,La Liga,DF,13,1167,1,3,3,0,90.2,0.3,0,0.5,0.8,0.4,0.3,1.5,0.2,0.4,0,0.6,0.9,0.1,0.1,0,0.2,0.5,49.4,90.2,0.2,0.9,0.1,6.54
826,Naouirou Ahamada,"Stuttgart,",20,Bundesliga,MF,15,1241,2,0,2,0,85.4,0.5,0,1.1,0.5,0.9,0,0.3,0.7,0.3,0,1,0.7,1.2,1.1,0.1,0.5,1.9,29.7,85.4,0.1,0.5,0,6.54
827,Noah Fadiga,"Brest,",23,Ligue 1,DF,9,655,1,0,0,0,82.3,0.2,0,1.3,1.2,1.2,0.3,0.7,0.8,0.2,0,0.8,0.1,0.9,1,0,0.7,1.3,30.8,82.3,0.3,1.1,0,6.54
828,Amine Harit,"Marseille,",25,Ligue 1,MF,6,515,0,0,2,0,84.4,0.1,0,0.6,0.4,0.2,0,0.5,0.4,0.1,0,0.6,1.5,1.3,1.3,0.2,1.7,1.8,25,84.4,0.5,0.6,0.2,6.54
829,Aitor Ruibal,"Real Betis,",26,La Liga,DF,5,558,0,0,1,0,77.6,0.3,0,1.3,1,1,0.2,0.8,0.6,0,0,0.5,0.5,0.6,0.5,0.2,0.4,0.9,18.8,77.6,0.2,1.2,0,6.54
830,Tyrone Mings,"Aston Villa,",29,Premier League,DF,13,1170,0,0,3,0,83,1.7,0,0.5,1.4,0.8,0.7,4.8,0.1,0.8,1,0.1,0.2,0,0.5,0.1,0.2,0.2,45.2,83,0.1,3,0,6.54
831,David de Gea,"Man Utd,",32,Premier League,GK,14,1260,0,0,0,0,65.5,0.1,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0.1,0,0,0,27.4,65.5,0,4.9,0,6.54
832,Ronaël Pierre-Gabriel,"Strasbourg,",24,Ligue 1,DF,7,636,0,1,3,0,79.9,0.6,0,1.8,0.7,0.9,0.1,1.6,0.2,0.2,0,0.2,0.3,0.8,0.5,0.2,0.4,0.6,20.7,79.9,0.3,0.5,0,6.54
833,Conor Coady,"Everton,",29,Premier League,DF,14,1251,1,1,1,0,85.3,1,0,0.6,0.6,0.5,0.4,4.4,0,0.7,0,0.2,0.3,0,0.7,0.1,0.1,0.4,50.9,85.3,0.1,4.9,0.1,6.54
834,Yassine Bounou,"Sevilla,",31,La Liga,GK,13,1037,0,0,2,0,69.4,0,1,0.1,0.1,0,0,0.8,0.2,0,0,0,0,0,0.1,0,0,0.1,29.2,69.4,0,5.4,0,6.54
835,Scott McTominay,"Man Utd,",25,Premier League,DF,6,637,0,0,5,0,82.3,1.5,0,1.3,0.8,1.5,0,2.1,0.3,0.2,0,0.5,0.3,0.7,0.3,0,0.6,1.1,19.3,82.3,0,0.9,0.1,6.54
836,Julián Álvarez,"Man City,",22,Premier League,MF,3,358,3,0,0,0,86.8,0.3,1,0.6,0,0.5,0,0.1,0.5,0,0,0.9,0.4,0.3,0.2,0.1,0.5,0.4,9.5,86.8,0.1,0.4,0.1,6.54
837,Alessandro Bastoni,"Inter,",23,Serie A,DF,9,732,0,1,2,0,87.8,1.2,0,0.9,0.7,0.6,0.1,0.8,0.3,0.3,0,0.4,0.5,0.3,0.5,0,0.3,0.5,49.8,87.8,0.2,4.1,0,6.54
838,Omar Marmoush,"Wolfsburg,",23,Bundesliga,MF,8,689,2,0,2,0,64.6,1.9,0,0.5,0.3,0.8,0,0.1,0.3,0,0,1.6,0.3,0.9,1.2,0.1,1.5,2.3,13.2,64.6,0.1,0.4,0,6.54
839,Kiliann Sildillia,"Freiburg,",20,Bundesliga,DF,13,1160,0,2,2,0,75.1,1.6,0,1,1,1.6,0.4,1.2,0.1,0.3,0,0.4,0.4,0.5,0.3,0.1,0.4,1,37.3,75.1,0.3,1.4,0,6.54
840,Colin Dagba,"Strasbourg,",24,Ligue 1,DF,6,465,0,0,1,0,85.1,0.2,0,1.6,1.1,0.9,0.6,0.9,0.2,0.2,0,0.2,0.9,0.8,0.6,0,0.4,0.4,22.3,85.1,0.7,0.3,0,6.54
841,Rodrigo De Paul,"Atletico,",28,La Liga,MF,9,674,1,1,2,0,84,0.2,1,0.7,0.2,0.8,0,0.2,0.3,0.2,0,0.7,1.3,0.5,1.6,0,0.8,1,35.4,84,0.6,3.4,0.1,6.54
842,Jonathan Tah,"Leverkusen,",26,Bundesliga,DF,14,1221,1,0,4,0,89.3,1.7,0,1,1,0.5,0.6,3.7,0.3,0.3,0,0.4,0.3,0.1,0.2,0.1,0.5,0.1,52.5,89.3,0,1.7,0,6.54
843,Matías Vecino,"Lazio,",31,Serie A,MF,9,814,1,0,1,0,84.5,0.6,0,1.2,0.5,0.9,0,0.9,0.2,0.1,0,1.1,0.2,0.1,0.6,0.1,0.1,1,29.9,84.5,0,1,0,6.54
844,Lilian Brassier,"Brest,",23,Ligue 1,DF,14,1202,0,0,2,0,79.2,1.2,0,1,1.9,0.7,0.8,2.6,0.3,0.3,0,0.4,0.4,0.5,0.4,0,0.6,0.9,43,79.2,0.5,3.6,0.1,6.54
845,Matteo Darmian,"Inter,",33,Serie A,DF,6,502,0,2,2,0,78,0.4,0,1.6,0.1,0.5,0,0.8,0.1,0.1,0,0,1.1,0.3,1,0.2,0.3,0.6,20.5,78,0.4,1,0,6.54
846,Jeffrey Schlupp,"Crystal Palace,",29,Premier League,DF,12,1096,0,0,3,0,80,0.6,0,2.1,0.9,1.7,0.1,0.8,0.6,0.4,0,0.9,0.4,0.6,0.9,0,1,1,31.1,80,0,0.9,0,6.54
847,Kristijan Jakic,"Eintracht Frankfurt,",25,Bundesliga,DF,12,1011,1,0,1,0,77.2,1.1,0,1.6,0.4,0.8,0.2,1.8,0.8,0.5,0,0.4,0.4,0.4,0.4,0.1,0.3,0.4,40.4,77.2,0.1,1.4,0.1,6.53
848,Lucas Chevalier,"Lille,",21,Ligue 1,GK,9,810,0,0,0,0,60.4,0,0,0.1,0.1,0,0,0.3,0,0,0,0,0,0,0.2,0,0,0.1,25.2,60.4,0,3.7,0,6.53
849,Maxime Gonalons,"Clermont Foot,",33,Ligue 1,DF,8,534,1,0,3,0,89.1,0.6,1,2.1,0.4,0.9,0,0.2,0.9,0.1,0,0.3,0,0.8,0.7,0,0.3,0.9,33.6,89.1,0,2,0,6.53
850,Mohamed Youssouf,"AC Ajaccio,",34,Ligue 1,DF,9,844,0,0,1,0,75.5,1.9,0,1.7,1.8,1.7,0.4,1.5,0.4,0.1,0,0.1,0.8,0.1,0.9,0,0.5,0.7,34.5,75.5,1,1.7,0,6.53
851,Conor Gallagher,"Chelsea,",22,Premier League,MF,7,501,1,1,1,1,81.3,0.5,1,1.6,0.7,0.8,0,0.6,0.2,0.1,0,0.7,0.8,0.2,0.7,0,1.1,1,21,81.3,0.6,0.3,0,6.53
852,Serhou Guirassy,"Stuttgart,",26,Bundesliga,MF,9,780,4,0,1,1,66.5,2.4,0,0.2,0,0.9,0,0.7,0,0.1,0,2,0.9,0.4,2,0.4,0.8,2.9,20.6,66.5,0,0.4,0,6.53
853,Marvin Friedrich,"Borussia M.Gladbach,",26,Bundesliga,DF,10,961,1,0,1,0,85.8,2.1,0,0.9,0.8,0.1,0.6,2.7,0.1,0.3,0,0.5,0.3,0.1,0.1,0,0.1,0.2,52.2,85.8,0,2.1,0,6.53
854,Lovro Majer,"Rennes,",24,Ligue 1,MF,6,566,1,2,2,0,84.6,0,0,0.8,0.7,1.4,0,0.2,0.5,0,0,0.9,1.1,0.8,1,0,0.9,1.3,23.9,84.6,0.5,1,0,6.53
855,Davinson Sánchez,"Tottenham,",26,Premier League,DF,6,530,0,0,1,0,88.1,1.4,0,1.4,1,0.5,0.2,2.4,0,0.6,0,0.3,0.1,0.1,0.3,0.1,0.2,0.2,36.1,88.1,0.1,0.6,0,6.53
856,Julien Ponceau,"Lorient,",22,Ligue 1,MF,9,773,0,2,1,0,83.8,0.1,0,1.3,0.6,0.9,0,0.3,0.4,0.1,0,0.6,1.2,0.3,1.2,0.1,0.8,1.6,30.3,83.8,0,1.1,0.1,6.53
857,Ruben Loftus-Cheek,"Chelsea,",26,Premier League,MF,12,958,0,0,1,0,86.4,1.4,0,1.1,0.6,0.4,0,1.1,0.6,0.1,1,0.6,0.5,0.9,1.9,0.1,1,1.4,36.8,86.4,0.1,1.1,0.1,6.53
858,Ryan Yates,"Nottingham Forest,",25,Premier League,MF,11,1034,0,1,3,0,80.7,1.8,0,1.7,0.4,2.2,0.2,2.2,0.4,0.6,0,1.3,0.2,0.2,2.2,0.1,0.8,0.9,27.5,80.7,0,1.3,0,6.53
859,Josh Dasilva,"Brentford,",24,Premier League,MF,7,687,2,1,1,0,83.2,0.3,0,0.8,0.1,0.3,0,0.2,0.1,0.2,0,0.6,0.3,0.7,0.6,0,0.8,0.7,20.7,83.2,0.2,0.7,0.1,6.53
860,Luis Muriel,"Atalanta,",31,Serie A,MF,6,524,1,2,0,1,67.6,0.7,1,0.4,0,0.9,0,0.2,0.6,0,0,1,1.4,0.8,0.7,0.2,1.4,2.3,18.9,67.6,0.6,1.3,0.2,6.53
861,Salih Özcan,"Borussia Dortmund,",24,Bundesliga,MF,11,889,0,1,4,0,87.8,0.7,0,1.3,1.1,1.3,0,0.8,1,0.1,0,0.1,0.4,0.3,1.2,0,0.8,0.7,47.8,87.8,0.1,2.8,0,6.53
862,Krzysztof Piatek,"Salernitana,",27,Serie A,FW,8,679,3,1,2,0,78.5,1.8,1,0.4,0,1,0,1.3,0.4,0,0,1.9,0.6,0,0.7,0.9,0.8,2.5,14.8,78.5,0.1,0.5,0,6.53
863,Jordan Ferri,"Montpellier,",30,Ligue 1,MF,13,1088,0,2,3,0,86,0.7,0,1.8,0.5,1.2,0,0.6,1.2,0.2,0,0.3,0.8,0.6,2.2,0,1.8,1.2,56.5,86,0.3,4.7,0.2,6.53
864,Joan Gonzàlez,"Lecce,",20,Serie A,MF,13,1118,1,2,4,0,77.8,1.3,1,1.5,0.6,1.6,0.1,1.3,1.1,0.3,1,0.6,0.7,0.5,1.7,0.1,1,1.6,22.2,77.8,0.1,0.9,0.1,6.53
865,Kamory Doumbia,"Reims,",19,Ligue 1,MF,9,716,1,1,0,0,81,0.4,0,1.1,0.8,0.9,0,0.1,0.9,0.1,0,1.1,0.7,0.9,0.3,0,0.6,1.4,20.3,81,0,0.6,0,6.53
866,Kiko Femenía,"Villarreal,",31,La Liga,DF,9,850,0,0,0,0,88.1,0.5,0,0.5,1.3,0.5,0.6,1.5,0.3,0.5,0,0,0.6,0.5,0.5,0,0.5,0.5,40.6,88.1,0.4,1,0,6.53
867,Luis Sinisterra,"Leeds,",23,Premier League,MF,6,456,2,0,1,1,84.1,1,0,1.2,0.7,0.7,0.1,0.1,0.4,0,0,1.1,0.4,1.2,0.8,0.3,1,0.9,21,84.1,0.1,0.6,0.1,6.52
868,Sergio Canales,"Real Betis,",31,La Liga,MF,9,860,1,0,2,1,81.8,0.6,0,0.6,0.2,0.2,0,0.3,0.4,0,0,0.6,2,0.7,1.2,0.2,2,1.8,41.9,81.8,1.4,2.4,0.2,6.52
869,Luca Caldirola,"Monza,",31,Serie A,DF,10,895,0,0,2,0,90.3,1.7,0,0.7,0.8,1,0.7,2.2,0.5,0.5,0,0.3,0.3,0,0.8,0,0,0.1,54.1,90.3,0,2.6,0,6.52
870,Emiliano Buendía,"Aston Villa,",25,Premier League,MF,7,727,1,0,0,0,81.3,0.6,0,1.5,0.3,0.8,0,0.3,0.7,0,0,1.1,0.9,0.3,1,0.1,1,1.5,23.2,81.3,0.1,1.6,0.1,6.52
871,Jordan Henderson,"Liverpool,",32,Premier League,DF,7,647,0,0,0,0,82.7,0.4,0,0.8,0.8,0.3,0.1,0.3,0.2,0.2,0,0.8,0.9,0.2,0.3,0,0.4,0.5,43.4,82.7,0.2,2.8,0.3,6.52
872,Philipp Förster,"Bochum,",27,Bundesliga,MF,8,655,1,2,1,0,79.8,0.4,1,1.7,0.2,0.8,0,0.3,0.8,0,0,0.8,0.8,0.3,0.6,0,0.8,0.7,18.6,79.8,0.7,0.9,0,6.52
873,Tomás Rincón,"Sampdoria,",34,Serie A,MF,13,1092,0,2,2,0,82.2,1.1,0,1.9,1.1,1.4,0,0.3,0.6,0,0,0.6,0.9,0.6,1,0,1,1,38.1,82.2,0.3,1.9,0.1,6.52
874,Andrea Colpani,"Monza,",23,Serie A,MF,3,336,2,0,0,0,87.3,0,0,0.5,0.3,0.4,0,0,0.2,0,0,1,0.4,0.6,0.7,0,0.4,0.7,14.2,87.3,0,0.5,0.1,6.52
875,Renato Sanches,"PSG,",25,Ligue 1,MF,2,316,2,0,0,0,93.5,0.1,0,0.3,0.4,1.2,0,0,0.2,0,0,0.6,0.4,0.3,0.4,0,0.3,0.6,27.8,93.5,0.1,1.5,0,6.52
876,Antonino Gallo,"Lecce,",22,Serie A,DF,10,914,0,1,0,1,71.2,1.1,0,1.7,0.6,0.7,0.3,1.9,0.5,0.2,0,0.2,1.2,0.4,0.6,0.1,0.3,0.9,30.1,71.2,0.8,2.6,0,6.52
877,Adrien Hunou,"Angers,",28,Ligue 1,MF,14,1096,3,1,1,0,75.2,0.6,0,1.7,0,0.5,0,0.3,0.8,0,0,1.5,0.6,0.6,1.7,0.2,0.7,2.1,23.6,75.2,0.1,0.5,0.1,6.52
878,Eduardo Camavinga,"Real Madrid,",20,La Liga,MF,5,506,0,0,1,0,91.5,0.4,0,1.1,0.2,0.6,0.1,0.1,0.4,0.1,0,0.6,0.5,0.7,1.6,0.1,0.4,0.9,24.5,91.5,0.1,0.8,0.1,6.52
879,Marco Bizot,"Brest,",31,Ligue 1,GK,14,1260,0,0,2,0,67.1,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.1,0,0,0,22.4,67.1,0,4.9,0,6.52
880,Jens Cajuste,"Reims,",23,Ligue 1,MF,5,525,0,1,3,1,80.8,0.3,0,2.5,0.9,1.6,0.1,1.2,1.1,0.3,0,0.6,0.6,0.4,1.2,0,0.4,1.3,20.8,80.8,0,0.9,0.1,6.52
881,Richarlison,"Tottenham,",25,Premier League,MF,5,438,0,2,2,0,75.4,0.4,1,0.9,0.4,0.6,0,0.5,0.6,0,0,1.3,0.9,0.4,1,0.3,0.9,1.7,13,75.4,0.3,0.6,0.2,6.52
882,Christoph Kramer,"Borussia M.Gladbach,",31,Bundesliga,MF,14,1187,0,0,3,0,83.5,0.9,0,1.7,0.3,1.4,0.3,1.4,1.1,0,0,0.3,0.6,0.8,0.7,0.3,1.3,1.2,46.2,83.5,0.1,0.7,0,6.52
883,Carles Aleñá,"Getafe,",24,La Liga,MF,13,1030,2,2,6,0,80.3,0.5,1,0.8,0.2,1.8,0,0.8,1.4,0,0,1,0.5,0.8,2.2,0.1,0.9,1.8,32.4,80.3,0.2,2,0.1,6.52
884,Leonardo Bittencourt,"Werder Bremen,",28,Bundesliga,MF,8,578,2,0,3,0,76.4,0.1,0,1.5,0.7,1.8,0,0.1,0.5,0,0,0.7,0.4,0.7,1.2,0.2,0.6,1.6,25.4,76.4,0.1,1,0,6.52
885,Anthony Losilla,"Bochum,",36,Bundesliga,DF,15,1330,0,0,3,0,71.2,2.7,0,2.5,1.4,1.6,0,1.7,0.7,0.3,0,0.7,0.3,0.3,0.4,0.1,0.4,0.7,33.1,71.2,0.1,1.3,0,6.52
886,Jefferson Lerma,"Bournemouth,",28,Premier League,DF,15,1350,2,0,3,0,82.6,1.8,0,1.3,0.9,1,0.1,2.8,0.4,0.3,1,0.9,0.3,0.3,1.3,0.1,0.5,0.9,43.3,82.6,0,1.3,0.1,6.52
887,Ignatius Ganago,"Nantes,",23,Ligue 1,MF,5,508,3,2,0,0,70.1,1.8,0,0.4,0,0.8,0,0,0.1,0,0,0.9,0.3,0,1.1,0.2,0.9,1.5,9.7,70.1,0.1,0.3,0,6.52
888,Joël Veltman,"Brighton,",30,Premier League,DF,11,950,0,0,1,0,83.8,0.6,0,1.8,0.8,1,0.5,2.3,0.5,0.4,0,0.3,0.2,0.2,0.8,0,0.4,0.5,43.3,83.8,0.2,1.8,0.1,6.52
889,Ryan Christie,"Bournemouth,",27,Premier League,MF,9,722,1,0,1,0,83.8,0.3,0,1.3,0.6,1.2,0,0.6,1.1,0.2,0,1.1,0.5,1.1,1.5,0,1.2,1.3,17.1,83.8,0.1,0.4,0,6.52
890,Edmond Tapsoba,"Leverkusen,",23,Bundesliga,DF,15,1314,0,0,2,0,86.4,1.3,1,1.9,1.3,1.1,0.6,2.4,0.5,0.6,0,0.3,0.2,0.1,0.5,0,0.5,0.3,66.3,86.4,0,4.5,0.1,6.52
891,Cédric Brunner,"Schalke,",28,Bundesliga,DF,12,1020,0,0,1,0,73.5,1.3,0,1,2.1,1.2,0,2.9,0.5,0.3,0,0.3,0.6,0.2,1.3,0,0.5,0.3,31.2,73.5,0.8,1.8,0,6.52
892,Assan Ceesay,"Lecce,",28,Serie A,FW,10,892,3,0,1,0,60.2,1.9,1,1.1,0.1,1,0.1,1.1,0.1,0.1,0,1.3,0.1,0.5,1.3,0.5,0.8,2.1,11.4,60.2,0.1,0.3,0,6.52
893,Manu Sánchez,"Osasuna,",22,La Liga,DF,4,466,0,1,0,0,83.4,0.4,0,1.5,0.5,0.5,0.1,1.1,0.4,0.1,0,0.4,0.3,0.1,0.4,0,0.4,0.3,16.3,83.4,0.6,0.6,0,6.52
894,Samuel Gigot,"Marseille,",29,Ligue 1,DF,9,721,2,0,2,2,86.9,1.6,1,0.9,2,1.8,0.3,2.7,0.2,0.3,0,0.5,0.1,0.1,0.5,0.1,0.3,0.6,41.3,86.9,0,1.3,0,6.51
895,Marcus Ingvartsen,"Mainz,",26,Bundesliga,MF,6,460,4,0,0,0,64,1.2,0,0.1,0.1,1.2,0,0.3,0.3,0.1,0,1.8,0.2,0.6,0.8,0.6,0.2,2.7,12.3,64,0,0.2,0,6.51
896,Ben Chilwell,"Chelsea,",25,Premier League,DF,4,418,1,1,1,0,82,1.3,0,0.8,0.6,0.4,0.3,0.9,0.6,0,0,0.3,0.1,0.1,0.7,0,0.8,0.9,27.2,82,0.2,0.6,0,6.51
