name,team,age,league,position,apps,minutesPlayed,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,rating
Saîf-Eddine Khaoui,Clermont Foot,27,Ligue 1,MF,8,744,1.1,0.8,0.4,0,0.1,0.6,0,0,6.61
Kerem Demirbay,Leverkusen,29,Bundesliga,MF,9,788,1.1,0.5,1.1,0.1,0.3,0.6,0.3,0,6.6
Mateusz Wieteska,Clermont Foot,25,Ligue 1,DF,15,1350,1.1,1.5,0.5,0.3,2.6,0.3,0.5,0,6.6
Valentín Castellanos,Girona,24,La Liga,MF,14,1122,0.4,0.3,1.1,0,0.6,0.5,0.1,0,6.6
Alberto Grassi,Empoli,27,Serie A,MF,4,325,1.3,1.2,0.8,0,1.3,0,0.6,0,6.6
Samuele Ricci,Torino,21,Serie A,MF,8,713,1.3,0.6,0.8,0,0.8,0.1,0.2,0,6.6
Harrison Reed,Fulham,27,Premier League,DF,14,1180,1.2,0.8,1,0.1,1.3,0.9,0.2,0,6.6
Sean Longstaff,Newcastle,25,Premier League,MF,11,1052,1.1,0.5,0.9,0,0.6,1,0.3,0,6.6
Marco Reus,Borussia Dortmund,33,Bundesliga,MF,7,640,1.7,0.2,1,0,0.4,0.8,0.1,0,6.6
Arthur Theate,Rennes,22,Ligue 1,DF,15,1350,0.7,0.7,0.9,0.7,2.8,0.2,0.4,1,6.6
Patson Daka,Leicester,24,Premier League,FW,7,641,0.5,0.2,0.8,0,0.4,0.1,0.1,0,6.6
Thijs Dallinga,Toulouse,22,Ligue 1,FW,12,907,0.2,0.1,1.1,0,0.7,0.2,0.1,0,6.6
Stephane Singo,Torino,21,Serie A,MF,8,750,0.9,0.3,1.5,0.1,1.4,0,0,0,6.6
Jan Thielmann,FC Koln,20,Bundesliga,MF,5,488,0.8,0.3,0.4,0,0.2,0.4,0.2,0,6.6
Christian Eriksen,Man Utd,30,Premier League,MF,12,1048,0.6,0.3,0.4,0,0.9,0.5,0.3,0,6.6
Dimitri Payet,Marseille,35,Ligue 1,MF,5,464,0.3,0,0.2,0,0.2,0.3,0,0,6.6
Dwight McNeil,Everton,23,Premier League,MF,8,735,1.8,0.5,0.1,0,0.6,0.3,0,0,6.6
Tosin Adarabioyo,Fulham,25,Premier League,DF,10,900,1.1,1.1,0.6,1,4.8,0.2,0.6,0,6.6
Hiroki Ito,Stuttgart,23,Bundesliga,DF,12,1077,1.2,1.2,0.7,0.2,2.4,0.7,0.3,0,6.6
Geoffrey Kondogbia,Atletico,29,La Liga,DF,8,720,2.4,1.6,1,0,0.8,0.6,0.1,0,6.6
Niklas Stark,Werder Bremen,27,Bundesliga,DF,6,644,1.8,1.1,1,0.3,3.1,0.4,0.2,0,6.6
Aleksey Miranchuk,Torino,27,Serie A,MF,9,684,0.4,0.1,0.3,0,0.2,0.2,0,0,6.6
Bobby De Cordova-Reid,Fulham,29,Premier League,DF,14,1216,1.6,0.6,1.4,0.2,1.1,0.6,0.1,0,6.6
Petar Stojanovic,Empoli,27,Serie A,DF,11,949,2.3,0.8,0.6,0.4,2.8,0.8,0.2,0,6.6
Ansgar Knauff,Eintracht Frankfurt,20,Bundesliga,MF,7,639,1.2,0.8,0.5,0,1.3,0.5,0.1,0,6.6
Nehuén Pérez,Udinese,22,Serie A,DF,13,1065,2,0.8,0.6,0.3,3,0.2,0.5,0,6.6
Karol Linetty,Torino,27,Serie A,MF,11,954,1.5,0.9,1.7,0,0.9,0.4,0.2,0,6.6
Timo Hübers,FC Koln,26,Bundesliga,DF,11,1028,1.7,1.9,1.2,0.4,5.3,0.6,0.3,1,6.6
Henrikh Mkhitaryan,Inter,33,Serie A,MF,7,664,1.3,0.3,0.8,0,0.3,0.3,0.1,0,6.59
Michele Di Gregorio,Monza,25,Serie A,GK,15,1350,0,0.2,0,0,0.6,0,0,0,6.59
Rani Khedira,Union Berlin,28,Bundesliga,DF,14,1216,2.4,1.3,1.9,0,0.9,0.9,0.4,0,6.59
Lucas Digne,Aston Villa,29,Premier League,DF,9,812,2,1.2,0.9,0.1,2.1,0.6,0.5,1,6.59
Boubacar Kamara,Aston Villa,23,Premier League,DF,8,671,3.3,0.4,1.9,0,1.7,1.4,0.6,0,6.59
Issiaga Sylla,Toulouse,28,Ligue 1,DF,12,1051,1.8,1.9,1.3,0,1.5,1.2,0.3,0,6.59
Alban Lafont,Nantes,23,Ligue 1,GK,14,1260,0,0,0,0,1.7,0.1,0,0,6.59
Benjamin Henrichs,RBL,25,Bundesliga,DF,10,974,2.6,1.3,0.9,0.1,1.1,0.6,0.1,0,6.59
Kevin Akpoguma,Hoffenheim,27,Bundesliga,DF,8,836,2.5,0.8,1.2,0.2,1.5,0.4,0.4,0,6.59
Mërgim Vojvoda,Torino,27,Serie A,DF,4,448,0.9,0.4,0.7,0,1,0.1,0,0,6.59
Sergio Akieme,Almeria,24,La Liga,DF,14,1260,1.7,0.6,0.9,0.4,1.5,0.2,0.2,0,6.59
Brendan Chardonnet,Brest,27,Ligue 1,DF,13,1215,1.5,2.1,1.4,0.4,2.4,0.4,0.4,1,6.59
Moussa Sissoko,Nantes,33,Ligue 1,MF,8,703,1.4,0.9,1.9,0,0.7,0.1,0.4,0,6.59
Eljif Elmas,Napoli,23,Serie A,MF,4,530,0.6,0.4,0.4,0,0.1,0.1,0,0,6.59
Krépin Diatta,Monaco,23,Ligue 1,MF,8,877,0.4,0.5,0.8,0,0.2,0.2,0.1,0,6.59
Diogo Leite,Union Berlin,23,Bundesliga,DF,13,1099,1.6,1.1,1.3,0.1,3.1,0.2,0.5,0,6.59
Éderson,Atalanta,23,Serie A,MF,8,744,1.9,0.8,0.8,0.1,0.4,0.2,0.1,0,6.59
MBala Nzola,Spezia,26,Serie A,FW,15,1350,0.4,0.3,2.1,0,1,0.3,0.3,0,6.59
Jakub Kiwior,Spezia,22,Serie A,DF,15,1291,1.1,1.5,0.9,0.7,3.7,1.1,1.1,0,6.59
Kasper Schmeichel,Nice,36,Ligue 1,GK,13,1170,0,0.1,0,0,0.3,0,0,0,6.59
Pierre Lees-Melou,Brest,29,Ligue 1,MF,12,973,2.2,1.4,1.6,0,1,2,0.2,0,6.59
Luiz Henrique,Real Betis,21,La Liga,MF,9,745,1.8,0.5,0.3,0,0.2,1.1,0,0,6.59
Álex Remiro,Real Sociedad,27,La Liga,GK,14,1260,0,0,0,0,0.9,0,0,0,6.59
Yunus Musah,Valencia,20,La Liga,MF,10,849,1.9,0.5,1.4,0.2,0.8,0.3,0,0,6.59
Robin Zentner,Mainz,28,Bundesliga,GK,15,1350,0,0,0,0,0.7,0.1,0,0,6.59
Riyad Mahrez,Man City,31,Premier League,MF,4,371,0.6,0.2,0.1,0.1,0.1,0.4,0,0,6.59
Rubén García,Osasuna,29,La Liga,MF,4,422,0.6,0.4,0.6,0,0.4,0.5,0,0,6.59
Andreaw Gravillon,Reims,24,Ligue 1,DF,12,1035,1.3,1.8,1.5,0.3,2.6,0.4,0.8,0,6.59
Jadon Sancho,Man Utd,22,Premier League,MF,10,723,0.4,0.4,0.3,0,0.1,0.3,0,0,6.58
Musa Barrow,Bologna,24,Serie A,MF,9,692,0.5,0,0.6,0,0.1,0.1,0,0,6.58
Koffi Djidji,Torino,30,Serie A,DF,12,1075,1.6,1.8,1,0.4,2.2,0.4,0.4,0,6.58
Arbër Zeneli,Reims,27,Ligue 1,MF,9,676,0.7,0.1,0.5,0,0.1,0.5,0,0,6.58
Matz Sels,Strasbourg,30,Ligue 1,GK,15,1350,0.1,0.1,0,0,1.2,0,0,0,6.58
Zakaria Aboukhlal,Toulouse,22,Ligue 1,MF,14,1174,0.7,0.7,1.3,0,0.3,0.8,0.1,0,6.58
Anthony Modeste,Borussia Dortmund,34,Bundesliga,FW,7,720,0.3,0.2,0.8,0,1.4,0.2,0,0,6.58
Stefan Bell,Mainz,31,Bundesliga,DF,9,891,1.1,1.8,1.8,0.3,2.5,0.5,0.2,0,6.58
Khéphren Thuram,Nice,21,Ligue 1,MF,10,910,1.3,0.7,1,0,0.7,0.5,0.3,0,6.58
Marcel Halstenberg,RBL,31,Bundesliga,DF,7,677,1.5,0.4,0.6,0.2,1.1,0.6,0.1,0,6.58
Aimar Oroz,Osasuna,21,La Liga,MF,9,778,0.8,0.9,1.3,0,0.3,0.3,0,0,6.58
Niklas Süle,Borussia Dortmund,27,Bundesliga,DF,9,787,0.8,0.5,0.3,0.8,1.8,0.3,0.6,0,6.58
Oumar Gonzalez,AC Ajaccio,24,Ligue 1,DF,11,948,2.1,2.1,1.4,0.6,2,0.3,0.5,0,6.58
Danny Ings,Aston Villa,30,Premier League,MF,8,725,0.6,0.1,0.5,0,0.4,0.2,0,0,6.58
Marc Cucurella,Chelsea,24,Premier League,DF,11,851,1.7,0.5,0.8,0.1,1.2,0.6,0.3,0,6.58
Antonio Sanabria,Torino,26,Serie A,FW,8,682,0.3,0.3,1,0,0.3,0.1,0.1,0,6.58
Íñigo Ruíz de Galarreta,Mallorca,29,La Liga,MF,10,858,1.9,0.9,1.8,0,0.7,0.5,0.3,0,6.58
Daniel Carvajal,Real Madrid,30,La Liga,DF,10,877,1.5,0.9,0.8,0.1,1.6,0.5,0.3,0,6.58
Josh Doig,Verona,20,Serie A,DF,5,498,0.8,0.7,0.4,0,0.2,0.2,0.2,0,6.57
Gabri Veiga,Celta Vigo,20,La Liga,MF,6,576,1.4,0.4,0.9,0,0.2,0.7,0,0,6.57
Douglas Luiz,Aston Villa,24,Premier League,MF,10,929,1.8,1.1,1.2,0,0.3,0.5,0.1,0,6.57
Gary Medel,Bologna,35,Serie A,DF,14,1142,1.1,1.5,0.8,0.1,1.9,0.4,0.5,0,6.57
Marcos Acuña,Sevilla,31,La Liga,DF,7,554,1.9,1.1,1.4,0.3,0.7,0.5,0.2,0,6.57
Simon Terodde,Schalke,34,Bundesliga,FW,13,1058,0.7,0.3,1.3,0.1,0.3,0.5,0.1,0,6.57
Ruslan Malinovskyi,Atalanta,29,Serie A,MF,5,539,1,0.4,0.7,0,0.1,0.8,0.1,0,6.57
José Sá,Wolves,29,Premier League,GK,15,1350,0,0,0,0,0.7,0,0,0,6.57
Dean Henderson,Nottingham Forest,25,Premier League,GK,15,1350,0,0,0.1,0,1,0,0,0,6.57
Rico Henry,Brentford,25,Premier League,DF,15,1347,1.4,0.8,0.7,0.3,1.8,0.2,0.4,0,6.57
João Moutinho,Wolves,36,Premier League,MF,11,1000,2.2,0.8,1.2,0.1,0.5,1.5,0.3,0,6.57
David Raum,RBL,24,Bundesliga,DF,12,1035,1.6,0.7,1.1,0.1,1,0.6,0.3,0,6.57
Martin Erlic,Sassuolo,24,Serie A,DF,10,869,0.5,1.3,1,1.3,3.3,0.3,1.1,0,6.57
Isco,Sevilla,30,La Liga,MF,10,803,1.3,0.8,0.9,0,0.3,0.5,0,0,6.57
Paul Jaeckel,Union Berlin,24,Bundesliga,DF,8,798,1.4,1.2,1.1,0.3,2.5,1,0.2,0,6.57
Robin Le Normand,Real Sociedad,26,La Liga,DF,9,815,0.7,0.8,1.2,0.6,2.5,0,0.7,0,6.57
Marc Guéhi,Crystal Palace,22,Premier League,DF,14,1260,1.1,1.3,0.9,0.6,3.3,0.5,0.9,1,6.57
Jacob Ramsey,Aston Villa,21,Premier League,MF,12,1026,2.1,0.9,0.9,0,0.5,0.7,0.3,1,6.57
Vincent Marchetti,AC Ajaccio,25,Ligue 1,MF,14,1206,2.1,0.7,0.9,0,0.7,1.2,0.1,0,6.56
Chidera Ejuke,Hertha Berlin,24,Bundesliga,MF,9,791,0.3,0.1,0.1,0,0,0.1,0,0,6.56
Maxime Lopez,Sassuolo,25,Serie A,MF,12,1081,1.7,0.8,0.8,0,0.7,1.8,0.1,0,6.56
Thibaut Courtois,Real Madrid,30,La Liga,GK,10,900,0,0,0,0,0.3,0,0,0,6.56
Norbert Gyömbér,Salernitana,30,Serie A,DF,10,736,1.3,1,0.9,0.4,3.1,0.4,1,0,6.56
Marco Richter,Hertha Berlin,25,Bundesliga,MF,5,526,0.8,0.6,1,0,0.3,0.6,0,0,6.56
Kamaldeen Sulemana,Rennes,20,Ligue 1,MF,2,258,0.6,0.3,0.4,0,0.1,0.3,0,0,6.56
Niko Gießelmann,Union Berlin,31,Bundesliga,DF,7,653,0.5,0.3,0.6,0,1.1,0.9,0.1,0,6.56
Callum Hudson-Odoi,Leverkusen,22,Bundesliga,MF,5,480,0.2,0.2,0.2,0,0.3,0,0,0,6.56
Jarrod Bowen,West Ham,25,Premier League,MF,15,1343,1.5,0.7,0.4,0,0.3,0.8,0.3,0,6.56
Donyell Malen,Borussia Dortmund,23,Bundesliga,MF,9,679,0.4,0.2,0.5,0,0.3,0.2,0,0,6.56
Micky van de Ven,Wolfsburg,21,Bundesliga,DF,15,1350,1.3,1,0.5,1,3,0.3,0.5,0,6.56
Abdelhamid Sabiri,Sampdoria,26,Serie A,MF,10,844,1.3,0.2,1.9,0.1,0.3,0.7,0.2,0,6.56
Stéphane Diarra,Lorient,23,Ligue 1,MF,8,620,0.8,0.9,0.3,0,0.4,0.7,0,0,6.56
Melvin Bard,Nice,22,Ligue 1,DF,10,927,2.6,1.6,0.8,0.2,1.1,0.7,0.1,0,6.56
Antonee Robinson,Fulham,25,Premier League,DF,13,1109,1.7,0.8,0.7,0.4,2.5,0.2,0.5,0,6.56
Lewis Cook,Bournemouth,25,Premier League,MF,13,1193,1.7,0.9,0.7,0,1,0.9,0.5,0,6.56
David Silva,Real Sociedad,36,La Liga,MF,11,827,1,0.4,0.7,0,0.6,0.3,0,0,6.56
Andrea Cambiaso,Bologna,22,Serie A,DF,11,911,2,1,1,0,0.7,1,0.1,0,6.56
Birama Touré,Auxerre,30,Ligue 1,MF,15,1336,2.3,1.9,1.2,0.1,1.7,1.5,0.1,0,6.56
Andrej Kramaric,Hoffenheim,31,Bundesliga,MF,11,1031,0.2,0.1,0.2,0,0.4,0.2,0.1,0,6.56
Cengiz Ünder,Marseille,25,Ligue 1,MF,6,554,0.8,0.5,0.4,0,0,0.1,0,0,6.56
Joe Rodon,Rennes,25,Ligue 1,DF,9,808,0.7,0.6,0.8,0.8,3.6,0.3,0.8,0,6.55
Monchu,Real Valladolid,23,La Liga,MF,8,657,1.8,0.5,1.3,0,0.5,0.5,0.5,0,6.55
Jorginho,Chelsea,30,Premier League,MF,11,906,2.2,1,0.7,0,0.3,1.4,0.2,0,6.55
John McGinn,Aston Villa,28,Premier League,MF,12,1059,2.5,0.7,1.3,0,0.3,0.9,0.3,0,6.55
Igor Zubeldia,Real Sociedad,25,La Liga,DF,8,719,1.2,0.7,1.6,0.3,3.3,0.1,0.6,0,6.55
Santiago Ascacíbar,Cremonese,25,Serie A,MF,7,701,2.3,1.1,0.9,0,0.7,1.3,0.2,0,6.55
Dani Rodríguez,Mallorca,34,La Liga,MF,8,694,1.2,0.8,1.2,0,0.5,0.5,0.2,0,6.55
Jonathan Ikoné,Fiorentina,24,Serie A,MF,9,835,0.6,0.1,0.8,0,0.1,0,0.1,0,6.55
Maximilian Kilman,Wolves,25,Premier League,DF,15,1350,0.9,0.9,0.3,0.6,4.1,0.4,0.9,0,6.55
Juan Musso,Atalanta,28,Serie A,GK,10,818,0,0,0,0,0.4,0,0,0,6.55
Joel Ward,Crystal Palace,33,Premier League,DF,11,1021,1.6,0.9,1.4,0.4,3.3,0.1,0.5,0,6.55
Pierre Kalulu,AC Milan,22,Serie A,DF,10,1038,1.1,1.1,0.7,0.2,1.1,0.1,0.5,0,6.55
Tiago Tomás,Stuttgart,20,Bundesliga,MF,9,726,0.5,0,0.5,0.1,0.2,0.1,0.2,0,6.55
Rayan Cherki,Lyon,19,Ligue 1,MF,1,215,0.3,0.3,0.3,0,0,0.1,0,0,6.55
Joris Chotard,Montpellier,21,Ligue 1,MF,11,956,1.5,1.2,1.2,0.1,0.8,1.1,0.5,0,6.55
Moise Kean,Juventus,22,Serie A,MF,6,487,0.6,0.3,0.7,0,0.1,0.2,0,0,6.55
Julian Weigl,Borussia M.Gladbach,27,Bundesliga,DF,10,903,1.9,0.7,0.9,0,1.5,0.7,0,0,6.55
Anthony Lopes,Lyon,32,Ligue 1,GK,12,1017,0,0.1,0.1,0,0.6,0,0,0,6.55
Jonny,Wolves,28,Premier League,DF,11,982,2.3,0.9,0.8,0.1,1.5,1.1,0.3,0,6.55
José Fonte,Lille,38,Ligue 1,DF,14,1260,1.2,0.9,0.7,0.6,3.6,0.5,0.7,0,6.55
Pathé Ciss,Rayo Vallecano,28,La Liga,MF,6,638,1.7,0.9,1.4,0,1.5,0.7,0.6,0,6.55
Unai García,Osasuna,30,La Liga,DF,13,1119,0.9,1.2,0.9,0.6,3.2,0.2,0.8,0,6.55
Moussa Djenepo,Southampton,24,Premier League,MF,5,524,1.6,1,0.6,0,0.6,1.1,0.2,0,6.55
Pervis Estupiñán,Brighton,24,Premier League,DF,8,635,1.4,1.2,1,0,1,0.2,0.1,0,6.55
Amos Pieper,Werder Bremen,24,Bundesliga,DF,13,1104,1.7,1.2,0.9,0.6,3.9,0.4,0.6,0,6.54
Jordan Lotomba,Nice,24,Ligue 1,DF,10,934,1.3,0.8,0.4,0.2,1.3,0.2,0.4,0,6.54
Rodrigo Ely,Almeria,29,La Liga,DF,14,1235,0.6,1.1,0.7,1.3,5.8,0.2,1.1,0,6.54
Iván Balliu,Rayo Vallecano,30,La Liga,DF,14,1260,1.2,0.9,1.2,0.4,2.4,0.2,0.1,1,6.54
Sandi Lovric,Udinese,24,Serie A,MF,9,770,0.9,0.5,0.6,0,0.7,0.5,0,0,6.54
Christopher Trimmel,Union Berlin,35,Bundesliga,DF,10,927,1.5,1.2,1,0,1.6,0.4,0.1,0,6.54
Maxime Le Marchand,Strasbourg,33,Ligue 1,DF,12,971,1.7,1.5,1.3,0.5,2.7,0.5,0.4,0,6.54
Danny Ward,Leicester,29,Premier League,GK,15,1350,0,0,0,0,1,0,0,0,6.54
Óscar Gil,Espanyol,24,La Liga,DF,10,870,2.1,0.8,1.5,0.2,0.8,0.5,0.3,0,6.54
David Alaba,Real Madrid,30,La Liga,DF,13,1167,0.5,0.8,0.4,0.3,1.5,0.2,0.4,0,6.54
Naouirou Ahamada,Stuttgart,20,Bundesliga,MF,15,1241,1.1,0.5,0.9,0,0.3,0.7,0.3,0,6.54
Noah Fadiga,Brest,23,Ligue 1,DF,9,655,1.3,1.2,1.2,0.3,0.7,0.8,0.2,0,6.54
Amine Harit,Marseille,25,Ligue 1,MF,6,515,0.6,0.4,0.2,0,0.5,0.4,0.1,0,6.54
Aitor Ruibal,Real Betis,26,La Liga,DF,5,558,1.3,1,1,0.2,0.8,0.6,0,0,6.54
Tyrone Mings,Aston Villa,29,Premier League,DF,13,1170,0.5,1.4,0.8,0.7,4.8,0.1,0.8,1,6.54
David de Gea,Man Utd,32,Premier League,GK,14,1260,0,0,0,0,0.8,0,0,0,6.54
Ronaël Pierre-Gabriel,Strasbourg,24,Ligue 1,DF,7,636,1.8,0.7,0.9,0.1,1.6,0.2,0.2,0,6.54
Conor Coady,Everton,29,Premier League,DF,14,1251,0.6,0.6,0.5,0.4,4.4,0,0.7,0,6.54
Yassine Bounou,Sevilla,31,La Liga,GK,13,1037,0.1,0.1,0,0,0.8,0.2,0,0,6.54
Scott McTominay,Man Utd,25,Premier League,DF,6,637,1.3,0.8,1.5,0,2.1,0.3,0.2,0,6.54
Julián Álvarez,Man City,22,Premier League,MF,3,358,0.6,0,0.5,0,0.1,0.5,0,0,6.54
Alessandro Bastoni,Inter,23,Serie A,DF,9,732,0.9,0.7,0.6,0.1,0.8,0.3,0.3,0,6.54
Omar Marmoush,Wolfsburg,23,Bundesliga,MF,8,689,0.5,0.3,0.8,0,0.1,0.3,0,0,6.54
Kiliann Sildillia,Freiburg,20,Bundesliga,DF,13,1160,1,1,1.6,0.4,1.2,0.1,0.3,0,6.54
Colin Dagba,Strasbourg,24,Ligue 1,DF,6,465,1.6,1.1,0.9,0.6,0.9,0.2,0.2,0,6.54
Rodrigo De Paul,Atletico,28,La Liga,MF,9,674,0.7,0.2,0.8,0,0.2,0.3,0.2,0,6.54
Jonathan Tah,Leverkusen,26,Bundesliga,DF,14,1221,1,1,0.5,0.6,3.7,0.3,0.3,0,6.54
Matías Vecino,Lazio,31,Serie A,MF,9,814,1.2,0.5,0.9,0,0.9,0.2,0.1,0,6.54
Lilian Brassier,Brest,23,Ligue 1,DF,14,1202,1,1.9,0.7,0.8,2.6,0.3,0.3,0,6.54
Matteo Darmian,Inter,33,Serie A,DF,6,502,1.6,0.1,0.5,0,0.8,0.1,0.1,0,6.54
Jeffrey Schlupp,Crystal Palace,29,Premier League,DF,12,1096,2.1,0.9,1.7,0.1,0.8,0.6,0.4,0,6.54
Kristijan Jakic,Eintracht Frankfurt,25,Bundesliga,DF,12,1011,1.6,0.4,0.8,0.2,1.8,0.8,0.5,0,6.53
Lucas Chevalier,Lille,21,Ligue 1,GK,9,810,0.1,0.1,0,0,0.3,0,0,0,6.53
Maxime Gonalons,Clermont Foot,33,Ligue 1,DF,8,534,2.1,0.4,0.9,0,0.2,0.9,0.1,0,6.53
Mohamed Youssouf,AC Ajaccio,34,Ligue 1,DF,9,844,1.7,1.8,1.7,0.4,1.5,0.4,0.1,0,6.53
Conor Gallagher,Chelsea,22,Premier League,MF,7,501,1.6,0.7,0.8,0,0.6,0.2,0.1,0,6.53
Serhou Guirassy,Stuttgart,26,Bundesliga,MF,9,780,0.2,0,0.9,0,0.7,0,0.1,0,6.53
Marvin Friedrich,Borussia M.Gladbach,26,Bundesliga,DF,10,961,0.9,0.8,0.1,0.6,2.7,0.1,0.3,0,6.53
Lovro Majer,Rennes,24,Ligue 1,MF,6,566,0.8,0.7,1.4,0,0.2,0.5,0,0,6.53
Davinson Sánchez,Tottenham,26,Premier League,DF,6,530,1.4,1,0.5,0.2,2.4,0,0.6,0,6.53
Julien Ponceau,Lorient,22,Ligue 1,MF,9,773,1.3,0.6,0.9,0,0.3,0.4,0.1,0,6.53
Ruben Loftus-Cheek,Chelsea,26,Premier League,MF,12,958,1.1,0.6,0.4,0,1.1,0.6,0.1,1,6.53
Ryan Yates,Nottingham Forest,25,Premier League,MF,11,1034,1.7,0.4,2.2,0.2,2.2,0.4,0.6,0,6.53
Josh Dasilva,Brentford,24,Premier League,MF,7,687,0.8,0.1,0.3,0,0.2,0.1,0.2,0,6.53
Luis Muriel,Atalanta,31,Serie A,MF,6,524,0.4,0,0.9,0,0.2,0.6,0,0,6.53
Salih Özcan,Borussia Dortmund,24,Bundesliga,MF,11,889,1.3,1.1,1.3,0,0.8,1,0.1,0,6.53
Krzysztof Piatek,Salernitana,27,Serie A,FW,8,679,0.4,0,1,0,1.3,0.4,0,0,6.53
Jordan Ferri,Montpellier,30,Ligue 1,MF,13,1088,1.8,0.5,1.2,0,0.6,1.2,0.2,0,6.53
Joan Gonzàlez,Lecce,20,Serie A,MF,13,1118,1.5,0.6,1.6,0.1,1.3,1.1,0.3,1,6.53
Kamory Doumbia,Reims,19,Ligue 1,MF,9,716,1.1,0.8,0.9,0,0.1,0.9,0.1,0,6.53
Kiko Femenía,Villarreal,31,La Liga,DF,9,850,0.5,1.3,0.5,0.6,1.5,0.3,0.5,0,6.53
Luis Sinisterra,Leeds,23,Premier League,MF,6,456,1.2,0.7,0.7,0.1,0.1,0.4,0,0,6.52
Sergio Canales,Real Betis,31,La Liga,MF,9,860,0.6,0.2,0.2,0,0.3,0.4,0,0,6.52
Luca Caldirola,Monza,31,Serie A,DF,10,895,0.7,0.8,1,0.7,2.2,0.5,0.5,0,6.52
Emiliano Buendía,Aston Villa,25,Premier League,MF,7,727,1.5,0.3,0.8,0,0.3,0.7,0,0,6.52
Jordan Henderson,Liverpool,32,Premier League,DF,7,647,0.8,0.8,0.3,0.1,0.3,0.2,0.2,0,6.52
Philipp Förster,Bochum,27,Bundesliga,MF,8,655,1.7,0.2,0.8,0,0.3,0.8,0,0,6.52
Tomás Rincón,Sampdoria,34,Serie A,MF,13,1092,1.9,1.1,1.4,0,0.3,0.6,0,0,6.52
Andrea Colpani,Monza,23,Serie A,MF,3,336,0.5,0.3,0.4,0,0,0.2,0,0,6.52
Renato Sanches,PSG,25,Ligue 1,MF,2,316,0.3,0.4,1.2,0,0,0.2,0,0,6.52
Antonino Gallo,Lecce,22,Serie A,DF,10,914,1.7,0.6,0.7,0.3,1.9,0.5,0.2,0,6.52
Adrien Hunou,Angers,28,Ligue 1,MF,14,1096,1.7,0,0.5,0,0.3,0.8,0,0,6.52
Eduardo Camavinga,Real Madrid,20,La Liga,MF,5,506,1.1,0.2,0.6,0.1,0.1,0.4,0.1,0,6.52
Marco Bizot,Brest,31,Ligue 1,GK,14,1260,0,0,0,0,0.9,0,0,0,6.52
Jens Cajuste,Reims,23,Ligue 1,MF,5,525,2.5,0.9,1.6,0.1,1.2,1.1,0.3,0,6.52
Richarlison,Tottenham,25,Premier League,MF,5,438,0.9,0.4,0.6,0,0.5,0.6,0,0,6.52
Christoph Kramer,Borussia M.Gladbach,31,Bundesliga,MF,14,1187,1.7,0.3,1.4,0.3,1.4,1.1,0,0,6.52
Carles Aleñá,Getafe,24,La Liga,MF,13,1030,0.8,0.2,1.8,0,0.8,1.4,0,0,6.52
Leonardo Bittencourt,Werder Bremen,28,Bundesliga,MF,8,578,1.5,0.7,1.8,0,0.1,0.5,0,0,6.52
Anthony Losilla,Bochum,36,Bundesliga,DF,15,1330,2.5,1.4,1.6,0,1.7,0.7,0.3,0,6.52
Jefferson Lerma,Bournemouth,28,Premier League,DF,15,1350,1.3,0.9,1,0.1,2.8,0.4,0.3,1,6.52
Ignatius Ganago,Nantes,23,Ligue 1,MF,5,508,0.4,0,0.8,0,0,0.1,0,0,6.52
Joël Veltman,Brighton,30,Premier League,DF,11,950,1.8,0.8,1,0.5,2.3,0.5,0.4,0,6.52
Ryan Christie,Bournemouth,27,Premier League,MF,9,722,1.3,0.6,1.2,0,0.6,1.1,0.2,0,6.52
Edmond Tapsoba,Leverkusen,23,Bundesliga,DF,15,1314,1.9,1.3,1.1,0.6,2.4,0.5,0.6,0,6.52
Cédric Brunner,Schalke,28,Bundesliga,DF,12,1020,1,2.1,1.2,0,2.9,0.5,0.3,0,6.52
Assan Ceesay,Lecce,28,Serie A,FW,10,892,1.1,0.1,1,0.1,1.1,0.1,0.1,0,6.52
Manu Sánchez,Osasuna,22,La Liga,DF,4,466,1.5,0.5,0.5,0.1,1.1,0.4,0.1,0,6.52
Samuel Gigot,Marseille,29,Ligue 1,DF,9,721,0.9,2,1.8,0.3,2.7,0.2,0.3,0,6.51
Marcus Ingvartsen,Mainz,26,Bundesliga,MF,6,460,0.1,0.1,1.2,0,0.3,0.3,0.1,0,6.51
Ben Chilwell,Chelsea,25,Premier League,DF,4,418,0.8,0.6,0.4,0.3,0.9,0.6,0,0,6.51
Ryan Sessegnon,Tottenham,22,Premier League,DF,8,663,1.2,0.4,0.9,0.2,1,0.4,0.1,0,6.51
Elbasan Rashani,Clermont Foot,29,Ligue 1,MF,9,769,1,0.8,1,0.1,0.5,0.2,0.2,0,6.51
Joe Scally,Borussia M.Gladbach,19,Bundesliga,DF,15,1305,1.4,0.3,0.5,0.3,2.2,0.3,0.3,0,6.51
Valentin Gendrey,Lecce,22,Serie A,DF,13,1182,2.3,1.1,0.7,0.2,2,0.7,0.1,0,6.51
Yangel Herrera,Girona,24,La Liga,MF,9,634,1.7,0.2,1.9,0,0.5,0.4,0.1,0,6.51
Charles De Ketelaere,AC Milan,21,Serie A,MF,5,576,0.6,0.2,0.5,0,0.1,0.5,0.1,0,6.51
