name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Shane Duffy,"Fulham,",30,", D(C)",4,4,0,0,0,0,5.96
Adam Buksa,"Lens,",26,", FW",4,59,0,0,0,0,5.95
Alejandro Alfaro,"Elche,",20,", Midfielder",1,14,0,0,0,0,5.95
Alex Mighten,"Nottingham Forest,",20,", AM(L)",1,7,0,0,0,0,5.95
Festy Ebosele,"Udinese,",20,", M(R)",2,8,0.5,0,0,0.5,5.95
Leo Greiml,"Schalke 04,",21,", D(C)",4,220,0.3,0,0,0.3,5.94
Andrea Carboni,"Monza,",21,", D(C)",4,164,0.3,0,0,0.3,5.94
Javier Pastore,"Elche,",33,", AM(CLR)",1,4,0,0,0,0,5.94
Julian Kristoffersen,"Salernitana,",25,", Forward",1,17,0,0,0,0,5.94
Kyliane Dong,"Troyes,",18,", Midfielder",3,55,0.3,0.3,0,0,5.94
Sael Kumbedi,"Lyon,",17,", Defender",1,16,0,0,0,0,5.94
Derry Scherhant,"Hertha Berlin,",20,", Forward",2,38,0,0,0,0,5.94
Manuel Lanzini,"West Ham,",29,", M(CLR)",5,124,0.4,0.4,0,0,5.93
Filip Kostic,"Eintracht Frankfurt,",30,", M(LR),FW",1,74,1,0,0,1,5.93
Matteo Lovato,"Salernitana,",22,", D(C)",2,141,0,0,0,0,5.93
Iván Romero,"Sevilla,",21,", Forward",1,10,0,0,0,0,5.92
Riccardo Marchizza,"Sassuolo,",24,", D(L)",2,15,0,0,0,0,5.92
Jamal Lewis,"Newcastle,",24,", D(L),M(L)",1,7,0,0,0,0,5.91
Justin Njinmah,"Borussia Dortmund,",22,", Forward",1,21,0,0,0,0,5.91
Felix Agu,"Werder Bremen,",23,", D(LR),M(LR)",3,48,0.3,0,0,0.3,5.91
Theo Walcott,"Southampton,",33,", M(CLR),FW",3,113,0,0,0,0,5.91
Dany Jean,"Strasbourg,",20,", Midfielder",1,8,0,0,0,0,5.9
Hamed Traorè,"Sassuolo,",22,", AM(CLR)",6,238,1,0.5,0.2,0.3,5.89
Tim Oermann,"Bochum,",19,", Defender",4,193,0,0,0,0,5.89
Kastriot Dermaku,"Lecce,",30,", D(C)",1,33,0,0,0,0,5.89
Owen Bevan,"Bournemouth,",19,", Defender",1,8,0,0,0,0,5.89
Dexter Lembikisa,"Wolverhampton,",19,", Defender",1,22,0,0,0,0,5.88
Thomas Kastanaras,"VfB Stuttgart,",19,", Forward",1,4,0,0,0,0,5.88
Alexander Sørloth,"RB Leipzig,",27,", AM(R),FW",1,5,0,0,0,0,5.87
Andrea Conti,"Sampdoria,",28,", D(R),M(R)",1,22,0,0,0,0,5.87
Brandon Soppy,"Udinese,",20,", D(R),M(LR)",1,90,2,1,1,0,5.87
Myziane Maolida,"Hertha Berlin,",23,", AM(LR),FW",2,68,0,0,0,0,5.87
Luca Marrone,"Monza,",32,", D(C),DMC",2,136,0.5,0,0,0.5,5.86
Sekou Gassama,"Real Valladolid,",27,", Forward",1,34,2,0,0,2,5.85
Nathaniel Chalobah,"Fulham,",27,", DMC",3,11,0.3,0,0,0.3,5.85
Joaquín Sosa,"Bologna,",20,", Defender",4,158,0.3,0.3,0,0,5.85
Jannes Horn,"Bochum,",25,", D(CL),M(L)",2,59,0,0,0,0,5.84
Manuel De Luca,"Sampdoria,",24,", Forward",1,32,0,0,0,0,5.83
Sergio Asenjo,"Real Valladolid,",33,", GK",5,450,0,0,0,0,5.83
Tomás Alarcón,"Cadiz,",23,", DMC",4,222,0.5,0.5,0,0,5.82
Álvaro Giménez,"Cadiz,",31,", FW",1,16,0,0,0,0,5.82
Giacomo Raspadori,"Sassuolo,",22,", AM(CL),FW",1,45,0,0,0,0,5.81
Tymoteusz Puchacz,"Union Berlin,",23,", D(L),M(L)",1,59,0,0,0,0,5.8
Marko Lazetic,"AC Milan,",18,", Forward",1,7,1,0,0,1,5.79
Alphonse Aréola,"West Ham,",29,", GK",2,106,0,0,0,0,5.79
Bruno Amione,"Verona,",20,", D(C)",1,58,0,0,0,0,5.78
Layvin Kurzawa,"Fulham,",30,", D(L),M(L)",1,47,0,0,0,0,5.74
Yan Valery,"Southampton,",23,", D(CR),M(R)",1,46,0,0,0,0,5.74
John Donald,"Elche,",22,", D(C)",3,151,0,0,0,0,5.71
Léo Jardim,"Lille,",27,", GK",6,540,0,0,0,0,5.66
François-Joseph Sollacaro,"AC Ajaccio,",28,", Goalkeeper",1,90,0,0,0,0,5.38
Luís Maximiano,"Lazio,",23,", GK",1,6,0,0,0,0,5.33
Stefan Posch,"Hoffenheim,",25,", D(CR)",1,19,0,0,0,0,4.88
Diego López,"Rayo Vallecano,",41,", GK",1,90,0,0,0,0,4.63
